symbol,date,close
AAPL,"July 17, 2009",21.6785717
AAPL,"July 20, 2009",21.84428596
AAPL,"July 21, 2009",21.6442852
AAPL,"July 22, 2009",22.39142799
AAPL,"July 23, 2009",22.54571342
AAPL,"July 24, 2009",22.8557148
AAPL,"July 27, 2009",22.87142944
AAPL,"July 28, 2009",22.8571434
AAPL,"July 29, 2009",22.86142921
AAPL,"July 30, 2009",23.25571442
AAPL,"July 31, 2009",23.34142876
AAPL,"August 3, 2009",23.77571487
AAPL,"August 4, 2009",23.64999962
AAPL,"August 5, 2009",23.58714294
AAPL,"August 6, 2009",23.41571426
AAPL,"August 7, 2009",23.6442852
AAPL,"August 10, 2009",23.53142929
AAPL,"August 11, 2009",23.26142883
AAPL,"August 12, 2009",23.61571503
AAPL,"August 13, 2009",24.05999947
AAPL,"August 14, 2009",23.82571411
AAPL,"August 17, 2009",22.79857063
AAPL,"August 18, 2009",23.4285717
AAPL,"August 19, 2009",23.51428604
AAPL,"August 20, 2009",23.76142883
AAPL,"August 21, 2009",24.17428589
AAPL,"August 24, 2009",24.15142822
AAPL,"August 25, 2009",24.20000076
AAPL,"August 26, 2009",23.91571426
AAPL,"August 27, 2009",24.20714378
AAPL,"August 28, 2009",24.29285622
AAPL,"August 31, 2009",24.03000069
AAPL,"September 1, 2009",23.61428642
AAPL,"September 2, 2009",23.59714317
AAPL,"September 3, 2009",23.79285622
AAPL,"September 4, 2009",24.32999992
AAPL,"September 8, 2009",24.70428658
AAPL,"September 9, 2009",24.44857216
AAPL,"September 10, 2009",24.65142822
AAPL,"September 11, 2009",24.59428596
AAPL,"September 14, 2009",24.81714249
AAPL,"September 15, 2009",25.02285767
AAPL,"September 16, 2009",25.98142815
AAPL,"September 17, 2009",26.36428642
AAPL,"September 18, 2009",26.43142891
AAPL,"September 21, 2009",26.28857231
